iter	Passed	Remaining
1749	3764	324
1750	3767	322
1751	3769	320
1752	3773	318
1753	3778	316
1754	3783	314
1755	3786	312
1756	3788	310
1757	3789	308
1758	3791	306
1759	3792	303
1760	3794	301
1761	3795	299
1762	3797	297
1763	3799	295
1764	3801	292
1765	3803	290
1766	3805	288
1767	3807	286
1768	3808	284
1769	3811	282
1770	3813	279
1771	3815	277
1772	3821	275
1773	3829	274
1774	3834	272
1775	3836	269
1776	3840	268
1777	3843	265
1778	3844	263
1779	3846	261
1780	3848	259
1781	3849	257
1782	3852	254
1783	3857	252
1784	3858	250
1785	3859	248
1786	3861	246
1787	3862	244
1788	3863	241
1789	3866	239
1790	3867	237
1791	3869	235
1792	3871	233
1793	3873	231
1794	3875	228
1795	3876	226
1796	3878	224
1797	3880	222
1798	3881	220
1799	3882	217
1800	3883	215
1801	3884	213
1802	3885	211
1803	3888	209
1804	3890	206
1805	3892	204
1806	3897	202
1807	3898	200
1808	3899	198
1809	3901	196
1810	3902	193
1811	3904	191
1812	3905	189
1813	3908	187
1814	3910	185
1815	3912	183
1816	3913	180
1817	3914	178
1818	3916	176
1819	3919	174
1820	3921	172
1821	3923	170
1822	3925	167
1823	3927	165
1824	3929	163
1825	3931	161
1826	3932	159
1827	3934	157
1828	3936	154
1829	3938	152
1830	3941	150
1831	3943	148
1832	3944	146
1833	3945	144
1834	3951	142
1835	3952	139
1836	3955	137
1837	3958	135
1838	3959	133
1839	3961	131
1840	3963	129
1841	3967	127
1842	3969	124
1843	3971	122
1844	3973	120
1845	3975	118
1846	3977	116
1847	3979	114
1848	3982	111
1849	3983	109
1850	3986	107
1851	3991	105
1852	3993	103
1853	3995	101
1854	3996	99
1855	4000	96
1856	4002	94
1857	4004	92
1858	4006	90
1859	4008	88
1860	4009	86
1861	4011	84
1862	4012	81
1863	4014	79
1864	4015	77
1865	4017	75
1866	4019	73
1867	4021	71
1868	4023	68
1869	4025	66
1870	4027	64
1871	4030	62
1872	4031	60
1873	4033	58
1874	4036	55
1875	4041	53
1876	4043	51
1877	4047	49
1878	4048	47
1879	4050	45
1880	4052	43
1881	4054	40
1882	4057	38
1883	4060	36
1884	4063	34
1885	4066	32
1886	4067	30
1887	4069	28
1888	4070	25
1889	4072	23
1890	4073	21
1891	4075	19
1892	4077	17
1893	4078	15
1894	4079	12
1895	4081	10
1896	4085	8
1897	4090	6
1898	4092	4
1899	4095	2
1900	4097	0
