iter	RMSE
1681	517.4627863
1682	517.4627863
1683	517.4513934
1684	517.4509334
1685	517.4342639
1686	517.4342639
1687	517.4341263
1688	517.3928163
1689	517.3928163
1690	517.3679636
1691	517.3655799
1692	517.3638883
1693	517.3499479
1694	517.3422371
1695	517.3088345
1696	517.3088345
1697	517.2896562
1698	517.2896562
1699	517.2368074
1700	517.2301573
1701	517.2123935
1702	517.1911421
1703	517.1911421
1704	517.1911421
1705	517.1903206
1706	517.1776728
1707	517.1776728
1708	517.1692502
1709	517.1338202
1710	517.1333664
1711	517.1333664
1712	517.1326338
1713	517.1326338
1714	517.1326338
1715	517.1306457
1716	517.1306457
1717	517.1306457
1718	517.1306457
1719	517.1283388
1720	517.1283388
1721	517.1283388
1722	517.1283388
1723	517.1283388
1724	517.1272702
1725	517.1118135
1726	517.1118135
1727	517.1118135
1728	517.1088251
1729	517.0278641
1730	516.9627232
1731	516.9522322
1732	516.9522322
1733	516.9515887
1734	516.9423644
1735	516.9404817
1736	516.938824
1737	516.9246307
1738	516.9177573
1739	516.9177573
1740	516.908535
1741	516.908535
1742	516.8784917
1743	516.868113
1744	516.8632211
1745	516.8607503
1746	516.8396833
1747	516.7702694
1748	516.7702694
1749	516.7702694
1750	516.7700459
1751	516.7661648
1752	516.7388166
1753	516.7262188
1754	516.7179493
1755	516.7150795
1756	516.7150795
1757	516.7150795
1758	516.715005
1759	516.715005
1760	516.7149131
1761	516.7149131
1762	516.7143586
1763	516.7141727
1764	516.7137415
1765	516.7135238
1766	516.7135238
1767	516.7135238
1768	516.712148
1769	516.7085881
1770	516.7079928
1771	516.7021023
1772	516.6260354
1773	516.5300145
1774	516.4660763
1775	516.4660763
1776	516.4393237
1777	516.4344706
1778	516.4344706
1779	516.4342648
1780	516.4337654
1781	516.4337654
1782	516.4318149
1783	516.4151107
1784	516.4151107
1785	516.4151107
1786	516.4151107
1787	516.4151107
1788	516.4151107
1789	516.4038564
1790	516.4038564
1791	516.4038564
1792	516.3984929
1793	516.3935847
1794	516.3935847
1795	516.3935847
1796	516.3807582
1797	516.3807582
1798	516.3807582
1799	516.3807582
1800	516.3807582
1801	516.3807582
1802	516.3807582
1803	516.3804491
1804	516.3798212
1805	516.3798212
1806	516.2802317
1807	516.2802317
1808	516.2802317
1809	516.2802317
1810	516.2802316
1811	516.2786702
1812	516.2786702
1813	516.2757042
1814	516.272081
1815	516.2720199
1816	516.2720199
1817	516.2720199
1818	516.2717083
1819	516.2712595
1820	516.270976
1821	516.267164
1822	516.263892
1823	516.2592783
1824	516.2434707
1825	516.242934
1826	516.242934
1827	516.2425165
1828	516.2356549
1829	516.2356549
1830	516.2141881
1831	516.2141881
1832	516.2141881
1833	516.2136028
1834	516.1455786
1835	516.1455786
1836	516.1286006
1837	516.1270329
1838	516.1270329
1839	516.1254728
1840	516.1247714
1841	516.105091
1842	516.0965672
1843	516.0965672
1844	516.0900422
1845	516.0900422
1846	516.0856912
1847	516.0847825
1848	516.0825134
1849	516.0825134
1850	516.0777278
1851	516.0409021
1852	516.04065
1853	516.0392277
1854	516.0392277
1855	516.0288906
1856	516.0209491
1857	516.0184429
1858	516.0183929
1859	516.018018
1860	516.018018
1861	516.0177235
1862	516.0177235
1863	516.0175455
1864	516.013547
1865	516.0124987
1866	516.0124987
1867	516.0124987
1868	516.0123149
1869	516.0119501
1870	516.0029287
1871	516.001944
1872	516.001944
1873	516.0014571
1874	515.9887219
1875	515.9542627
1876	515.952766
1877	515.9367442
1878	515.9367442
1879	515.9367442
1880	515.9331329
1881	515.932011
1882	515.9242831
1883	515.910951
1884	515.8973121
1885	515.8914439
1886	515.8914439
1887	515.887806
1888	515.887806
1889	515.8873193
1890	515.8868374
1891	515.886307
1892	515.8860251
1893	515.8860251
1894	515.8850374
1895	515.8846824
1896	515.8665501
1897	515.8025309
1898	515.8025309
1899	515.7992672
1900	515.7988009
